Tweet_ID,Tweet,Sentiment
1315,@user If you like corn this is so fricken good!!! My mind made it once and now it’s a staple. She usually doubles the recipe and it’s really cheap to make!,1
1316,"@user @user @user Absolutely right Ann Marie!! Disgusting RINO traitors such as McConnell were incessant in their efforts to fundraise off of leftist Democrat attacks on President Trump, and even on the election theft. Now they think the new power is in town, so they drop _us_ like a hot potato!",0
1317,Finally got my garlic knots🥰❤️,1
1318,"Spanakorizo (Greek Spinach Rice) - A simple yet delicious side dish that goes well with any type of meat, fish or chicken. It also pairs per...",1
1319,RT @user Not sure how correct this rumaniya is bc never had it before but tasted really good! A delicious lentil eggplant pomegran…,1
1320,CallOfDutyBlackOpsColdWar Highlights XboxSeriesX LMG Shotty Potato Lucky Thanks as always to @user Stream Thanks @user &amp; @user Chat Thanks @user @user @user and everyone that took part! Xbox CallofDuty,1
1321,RT @user I don’t pretend to know how to raise children but some of the stuff I see parents doing is just ridiculous lol. Like a…,0
1322,"@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user yes, he is with us dear..no doubt about it..he is the only guiding us 🙏",1
1323,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user I like it byzeway. MikeOnClassic,1
1324,How cute is my wee avocado corner 🥑🥑,1
1325,RT @user Good morning StonerFam 😁💚 much love to you all❤️I hope everyone had a great Monday🙏and an even better Tuesday ahead of…,1
1326,getting real tired of bolognese tomato sauce 😔,0
1327,It’s crazy how Mf’s now a days would rather kill someone than throw hands n squash beef 🤦🏽‍♂️🤦🏽‍♂️,0
1328,RT @user @user That’s what I was thinking! Like a giant fruit basket and kale and stuff. Green juice would be good.,1
1329,spinach and asparagus are the most delicious plants miam,1
1330,@user Have a good day twinie,1
1331,RT @user @user Good morning Barry!😊😺 We're still promised warming with rain. But so far -2C.)😁 What you are about to cook is…,1
1332,gARLIC DOESN'T TASTE GOOD,0
1333,"@user @user @user @user If you think that EFF official documents or ""Manifesto"" is the know &amp; be-all of anything--then you are highly mistaken. It is all just a lot of old-style Commie-Socialist mumbo-jumbo, a failed system, if ever there was one. It will never work,only as the dangling carrot for votes",0
1334,@user I saw leek and thought this is actually quite cool as saves the de sanding 😍,1
1335,RT @user 🍚🍚🍚🍚🍚🍚🍚🍚🍚🍚🍚🍚 AHHHH IT'S HERRRREEEEEEEE!! The hardcopy sample of the rice topping booklet came! 🍚🍚🍚🍚🍚🍚🍚🍚🍚🍚🍚🍚 Will open…,1
1336,I feel like there’s something wrong with my brain I’m told make rice I look at the rice cooker See it’s cooking I don’t realize it’s being cooked I unplug it and open it up I see rice being cooked I realize the light meant it’s being cooked,0
1337,"Guys, you should try adding avocado to your smoothie next time! I promise it’s gonna taste like a hundred times better and you’ll get much creamier result",1
1338,@user omg praying for it 😫💋🧎🏻‍♀️,1
1339,yes babe why have kids when we can be happy together with our radish baby 🥰,1
1340,@user @user wasting melania mushroom time with all this late nite tweeting,0
1341,"Onion. I can live with the other two, but onion is just 🤢",0
1342,@user can't believe the CEO of Garlic Twitter responded im honored maam,1
1343,"@user how the fuck havent folk clocked on to the lack of media coverage? harry pestered daily, but andrew is all quiet, yet hes implicated with a mass paedo network. Unreal",0
1344,Reheating spinach is dangerous it seems. I can't be arsed to care though lmao 70 grams in 1 week can't be enough nitrites to cause harm,0
1345,@user Yess! I added lettuce &amp;avocado &amp; omg 🔥,1
1346,"Celery juice is lean, green and on the scene! 😋 It's especially refreshing for in-between all those holiday meals:",1
1347,Sunflower oiled green beans with pink salt.. air fri ! hit the spot U u can thank me later 😌 ☺,1
1348,"@user @user I like your style. Loreain, who is a StrathEduPGR not on twitter, used discounted rolls of dodgy wallpaper as a large mindmap surface which could be rolled up - just a suggestion for big thinking... Enjoy your carrot 😉",1
1349,I'd kill you all for half a corn chip.,0
1350,@user Side effect of Corn is choking? Ouch.,0
1351,@user Whoaa this look delicious! I think my mom also makes these but with pumpkin or carrot *o*,1
1352,The winners of the veggie Christmas scene are here! Lettuce see your appreciation! TJenrich 1 of 2,1
1353,"So, it's not only Oh Tommy Tommy supporters realising that the Luton grifter has been mugging them off for years, because as Golding reveals over on Telegram, in the last week, 1,300 Britain First mouthbreathers have withdrawn their loyalty to the angry fash potato-in-a-suit.",0
1354,"My coworker who is like my little brother had a bday this week but unfortunately his father, who was the cook in his family, has dementia now. So I’m currently up making string beans, cabbage, roast and yams for the whole department 🤦🏽‍♀️🤦🏽‍♀️ Why can’t I just not care 😬🤣🤦🏽‍♀️",0
1355,"You think I've got it bad, spare a thought for Boo and Pumpkin who are going to be cuddled like fuck tonight much to their disgust I'm sure",0
1356,RT @user @user David Corn is a wimp.,0
1357,@user Girl being lame as fuck! And he only posted up with carrot top cause he tryna make his BM mad,0
1358,"RT @user @user @user 700,000 fraudulent votes does infact change the outcome. I feel bad for the lies and promis…",0
1359,@user @user Girl you ugly asf cabbage page doll looking a$s,0
1360,"@user @user poor baby. looks so cute. put out a tiny bit of water, try to get him/her to drink some(little bit) &amp; in the morning, try any veggie, lettuce, grated carrot. literally, about any veggie, just make sure the bites are tiny, tiny.",1
1361,"@user first impression: guy who makes awesome meme playables nickname in head: crash closeness rating: 5/10 you are: An incredible modder, and a god of playable character making, and tbh one of the reasons i continued to learn modding :) potato fact: Potatos can be used to make vodka",1
1362,@user But you were my Favorite Potato 😂,1
1363,"@user Yes, will do. We love cabbage rolls or cabbage in soup etc so I'm thinking we'll like it. We've had roasted veggies quite a few times now &amp; always think of you when we do! 🥰",1
1364,mushroom fungi porcini bolete грибы гриб Pilze боровик белыйгриб Nice mushroom from interesting games:,1
1365,"Peas, collard greens , mustard greens, green beans all of it 🤮🤮🤮🤢",0
1366,RT @user Fried asparagus is the shit !!!!,0
1367,@user @user A year and a half ago I was in Belize and bought some spinach. Much thicker than typical spinach. And sooo good.,1
1368,"@user What a lovely day! What a lovely day for sticking a cucumber through the vicar's letter box and shouting: 'Help, help, the Martians have landed!""",1
1369,😂🤣😂 enjoy life as a mushroom 🍄,1
1370,RT @user I fuck with a corn dog heavy,0
1371,pumpkin cream cold brew i miss you so much &lt;/3,1
1372,RT @user I will never order avocado toast from a restaurant ever again. Y'all know how cheap it is to make!!!??? HEB AVOCADOS ARE 58 C…,0
1373,@user He's a weak sponge with eggplant purple hands.,0
1374,"@user Soft warm homemade corn tortillas, with butter and salsa. It’s the perfect bite.",1
1375,"@user @user Yeah it's astounding how people are very willing to use all sorts of bigotry against people they see as ""bad"". How does your trans friend feel when you misgender the ""evil"" trans person? How does your disabled friend feel when you mock an ""awful"" person for their disability?",0
1376,@user If you want a dairy meal: make these For a parave meal: If you want a meat meal: a good brisket is honestly always good but start it today Veggies are always a good side.I like to fry my Brussels sprouts Kugel or sufganiyot,1
1377,BBQ or Buffalo Cauliflower Salad! A very popular lunch special! velajuicebar cauliflower plymouthma buzzardsbay lunch 📸 @user,1
1378,"RT @user Great news, congrats Terry! Here’s our lovely interview with Terry from a year ago:",1
1379,I KNOW I SHOULDNT LAUGH BUT SHE PUT IN THE FUCKING BROCCOLI OR CAULIFLOWER THING HOLY SHIT,0
1380,i hate tomato,0
1381,"@user What a clout chaser, especially when based on her Twitter record, it’s really fucking tragic. Sticking to subs like white on rice.",0
1382,this entire soup tastes like uncooked green beans i am so confused,0
1383,@user Big feed of soup. Throw in some lentils and carrots (leeks optional). It'll last a few days and great for cold winter nights (or lunches),1
1384,@user take the goddamn marshmellow and potato chips OUT. replace that bitch with some deluxe de luck 🥶🥶,0
1385,RT @user @user @user I hate you kale😭😭😭🤣🤣🤣,0
1386,The highlight of my day was eating 8 pieces of spicy salmon avocado sushi in the span of 5 minutes for lunch now that was a success to me ☝🏼😌,1
1387,"Bonjour! Let's make a sandwich to start a happy day! Open the fridge, and grab two pieces of croissants. Take turkey as the protein, tomato and spinach as veggies. Finally, add some cream and provolone cheese. Have it with a cup of black coffee. Enjoy your morning!",1
1388,spicy sweet doritos just taste like soy sauce and onion powder and it is gross but i can't stop eating them,0
1389,@user Glucose is blood sugar present in all living organisms. Dextrose is corn sugar made from cornstarch. Blood sugar and corn sugar are not “one and the same.” Corn sugar (dextrose/D-glucose) can prove fatal to anyone w/an allergy to corn.,0
1390,"@user OMG! I wish you had a video of picking up your son, that’s AWESOME! (Nothing better than Paul Rudd dancing IMHO) Have you seen Celery Man?!",1
1391,@user Corn Pop was a bad dude.,0
1392,@user welcome back corn!,1
1393,RT @user Hump day surprise! Here cutting yams Rt if you would like to give me a 🤚🏾🤪or a slap😈😉 HumpDay nudecooking @user,1
1394,@user @user He literally looks like a whitewashed Cucumber....,0
1395,RT @user $600 WOW thanks now i can buy 60 avocado toasts!!!!!!!!,1
1396,@user Bro?! You are challenging a PROFESSIONAL fighter. These internet punks need to be knocked the fuck out Bisping. Set the example on these pumpkin pie hair cutting freaks,0
1397,"No, this is not The Onion. It's not SNL. It is a pathetic ruse aomed at low IQ voters.",0
1398,Greedy teacher's pets eat hearty devil's lettuce.,0
1399,"A daily avocado keeps your gut microbes happy, says @user Read why here",1
1400,"RT @user Welcome to the Rice Family, @user GoOwls👐 x FlightSchool21",1
1401,@user @user NON-OOMF SO PRETTY WTHH,1
1402,@user How much of a piece of crap do you have to be to have @user write about you?🤔,0
1403,y’all ever stab yourself with a fork trynna get the pit out of an avocado?? no?,0
1404,@user @user Such a beautiful singing voice! This is so awesome and amazing! Definitely earned some pumpkin cheesecake or some sort of treat!,1
1405,@user @user Kale your annoying. Who gat a rock?,0
1406,@user Well I won’t be taking advice from a woman who could eat a turnip through a letterbox,0
1407,RT @user Thanks for the great comments @user on @user corn westcdnag alberta AgTwitter,1
1408,soo random but i want a hot dog or a corn dog 😋🤤,1
1409,Dear Green's 12 Days of Coffee is here 🎉 Coffee isn't just for Christmas. But what a great time to showcase our current range of beans! ☕️ We're bringing you a new coffee to try every day. 60g per bag. 12 bags! 12 days 🎉 Order today 👉,1
1410,@user Sauteed onions and bacon or sausage added to the cabbage gives it depth and maybe he will be more interested in it... Also smells great.,1
1411,RT @user Make this delicious sweet potato patty today! Have it with a bun or just as is! RecipeRavivaar EatRight SweetPotato P…,1
1412,"@user @user @user @user @user @user @user @user @user @user @user @user @user Morning moss fans, for woodensday we have a mossy, felled gatepost with mushroom and the chunky lychgate of Turvey, Beds. Enjoy your day everyone.",1
1413,I love me some avocado 🥑,1
1414,"Just made my 1st chickpea salad , super yummy😊",1
1415,@user @user kaye you're so cuteee!!!! and the carrot!! aawwww 💕💗,1
1416,@user He should call Gov of Florida but he's a Republican so forget that. Now that he's dangled that carrot if he pulls a Lucy and pulls the football away from Charlie Brown WNY will never forgive him.,0
1417,"Guten Morgen! Let's make a sandwich to start a beautiful day! Open the fridge, and grab two pieces of bagels. Take turkey as the protein, avocado and lettece as veggies. Finally, add some mayo and cheddar cheese. Have it with a cup of sparkling water. Enjoy your morning!",1
1418,"🥧🥬Do you know this French tart speciality called ""flamiche""? For me, it reminds me of my roots because these tarts come from the North of France.❄️🎄 It's a good time of year to remember your roots, isn't it? Merry Christmas and a happy New Year 🎁🍭",1
1419,"I'm a fan of anything Spongelle, so when I saw this Pumpkin Spice Spongelle, I just had to try it. And I must say, they didn't disappoint me! Spongelle",1
1420,RT @user [Super Slim Stick Swatches; a thread ✨] Super Slim Stick is your perfect everyday companion. Formulated with avocado oi…,1
1421,RT @user Tending the soups (I'm obsessed with the mushroom crock pot),1
1422,I now realize I’ve been eating way too much trash because I just ate some cauliflower and my body was all “YAAAAAAS… @user,0
1423,I FUCKING LOVE HALLOWEEN IM GONNA SHOVE A PUMPKIN UP MY ASS,1
1424,"@user I'm sorry but that is awful beyond belief. Pretend meat is f**king evil. It's over-processed, vile tasting, and is nothing like the meat it's pretending to be. And that yellow plastic that says it's vegan ""cheese"". Let veg be veg. Lentils, yum. Split pea dal. Eggplant curry.",0
1425,"My mum made my faveee okra soup so yes, I'm ignoring my garri intolerance this week 😋",1
1426,"RT @user Cape, bat, and pumpkin lantern. The Rose Witch is off~ Candy, candles and slimes! Enjoy the Halloween fun~ ""The cathedra…",1
1427,@user I saw a mushroom chocolate. 6 hour trip. My faith in humanity restored by Psyclosiben mushroom chocolate bar.,1
1428,"@user So, Obamagate and 2020 Voter Fraud are just crackpot conspiracy theories? LOL, CNN spent 3 years screaming about Russian Collusion. You have lost ALL of your credibility, so shut your corn hole.",0
1429,RT @user I cut up an onion earlier that was so angry that just walking into the house nearly three hours later set my eyes watering.,0
1430,@user @user Yes you can! Sauté several types of mushrooms/ and or eggplant/ zucchini and add to your sauce instead of the meat. I’ve done it several times tastes amazing. Use good cold-pressed olive oil and seasoning.,1
1431,"@user What do you know, ya spazzed out , goofy ,slap nutted , laundry hamper thieving, corn cob nibbling, cat nip sniffer!",0
1432,kettle corn is disgusting,0
1433,RT @user Excellent take-out from @user .Love the eggplant curry and the cauliflower app. And butter paneer is a real tre…,1
1434,"RT @user ""Amazing sights such as a Mushroom Family, a beautiful Festival of Lights with speaking butterflies and flowers, tim…",1
1435,"@user @user If you voted for a senile old cucumber with dementia like creepy joe than you will definitely never be asked to join Mensa.. One thing you gotta give democrats credit for, they sure got the majority of votes from dead people 💀",0
1436,"@user Ooohhhh that sounds good. How would you make a tomato aioli? I thought aioli was just oil and egg, the water from the tomato won't break it?",1
1437,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user thank you for telling me !,1
1438,I just hate raw cucumber.,0
1439,RT @user Our delicious spinach and red bell pepper quiche is $3 off today only. Stop by and grab one for the week. And we just a…,1
1440,Goodnight to @user only 🥺♥️,1
1441,Who knew Carrot Grapefruit Celery juice tasted like juiced Carrot Grapefruit and Celery? (Spoiler Alert: Not Good!),0
1442,@user @user @user Come on already. Which red headed freak are you willing to bang? It's carrot top isn't it.,0
1443,"This. Is. Delish! It's mac and cheese with a special guest star: cauliflower. Break out the skillet, prep &amp; cook for 30 minutes, and you'll have holiday comfort food you can serve to the whole family.",1
1444,@user Ugh stupid af i want my garlic noodles,0
1445,Man Vietnam was not sweet like this.. Them boys was shooting bushes up that anytime they smelled garlic or it moved... Shxt was a massacre on both sides...,0
1446,"I love: Apple, Mango, Strawberry, Banana, Cherries, Peach, Kiwi, Coconut, Cream, Milk, Papaya, Avocado, Guava, Pomegranate, Oranges, Grapes, Watermelon, Berries, Sweet Potato, Potato, Honey, Brown Sugar, Tomatoes, Spinach, Pumpkin Seeds, Cottage Cheese, Chocolate, Vanilla",1
1447,@user Ok I see you with the fucken cabbage dog smh,0
1448,"@user Koret. Stew one side, okra one side. Abomination to the scared order of okra soup to which I belong.",0
1449,"@user Rolling around in lentils isn't eating them, though. No more free content for you, ya big meanie.",0
1450,My lunch with Bhangon fish fry &amp; cauliflower green peas potato mix veg curry. Thank you sir @user reminding me by your menu spell error. That made me hungry to cook childhood favourite Bhangon. 🙃🤗💓 🐟,1
1451,"you obviously haven't tried perfectly cooked, fresh asparagus from regions in Germany..... NOTHING like tasteless asparagus commonly overgrown and served limp...",0
1452,"The ""Bane of My Existence"" horde fight is off to a good start, with a Super Mushroom from one of the first enemies.",1
1453,I know no one asked but I’ve eaten 5 lbs of butternut squash today thanks to the bulk buy at Costco. Meal prepping was delish and I regret nothing.,1
1454,@user @user The fucking cucumber man haha and this point they aint even tryna hide it,0
1455,"When I hear/read “vegan” anything I instantly get a negative connotation in regards to the food being appetizing.. and my brain doesn’t do well with mind games. Don’t give me Buffalo cauliflower and tell me it’s a chicken wing.. it’s cauliflower, put some respect on it",0
1456,"My lunch was so good, I can't stop thinking about it. (Since you asked: spaghetti with some truffle, artichoke and garlic butter, combined with some really nice riesling.)",1
1457,"@user I hated every vegetable other than corn. Now I eat most. Still hate cooked Spinach, yuck!",0
1458,Quinoa actually fucks don’t let anyone tell you otherwise,0
1459,@user THE ONE EATING THE TOMATO WAS THE CUTEST,1
1460,RT @user everyone did well today~ offering u this sweet potato slash sausage mingyu dancing to hit before I go 💛 gn!,1
1461,Made lentils today 😍,1
1462,@user @user @user bitch you’re dead built like a fucking foot and your friend face looks like the cucumber from veggie tales i don’t wanna hear SHIT,0
1463,@user Some people have cauliflower cheese....I find this abhorrent! Don't like mince pies much either.,0
1464,RT @user My favourite childhood toy was my Cabbage Patch Kid - Sanderina Seavor! I still have her 💕 I nominate @user T…,1
1465,"It's a brand new day, eat okra soup with catfish and sleep for two ours after which, u step down with a chill 🍻. Greetings!💯",1
1466,"Avocado as we know is a super-food that gives you the essential nutrients during your pregnancy months. So, add up on avocado and get its seamless benefits for a healthy pregnancy and a healthy baby. amandeephospital gynaecology healthymother pregnancy mom newborn baby",1
1467,YAMS! OHHH YAMS! YUP! Candied yams will definitely be included in the vegan feast! LINK IN BIO or go to now to reserve yours before they sell out!,1
1468,"In need of a gorgeous vegetarian Christmas main that's easy to make and can be prepared in advance? This Cranberry, Feta and Quinoa stuffed Butternut Squash could be exactly what you are looking for! GET THE RECIPE &gt;&gt;&gt; vegetarian vegetarianchristmas",1
1469,RT @user My dick vs cucumber. Cucumber wins. Damn it :( would like cleaning advice before I attempt to ride it,0
1470,Excited for the Black Ball Squash Open final...I’m gonna be as unbiased as I can possibly be but Fares is my friend so I wouldn’t mind if he won,1
1471,Holiday artichoke dip goes terribly wrong on-air via @user Warning Do Not Make lmao!,0
1472,if i could only take one thing off i simply wouldn’t eat it bc i would need everything off except lettuce 😐,0
1473,@user nice!!,1
1474,RT @user Our school is officially the first School of Sanctuary in Ireland. This means we are leading the way in welcoming and s…,1
1475,@user @user @user @user @user mashed potatoes with garlic and butter! iLoveTMobile + Sweepstakes,1
1476,"@user Absolutely loved the carrot taco being served last week. Your creativity with straightforward, simple ingredients and concepts is always a breath of fresh air. From spinasse to mbar to standard, we love your food, Jason.",1
1477,"Upgrade your gaming session with the newest All-Time Favorite, the Mushroom Swiss Burger!",1
1478,"RT @user @user @user @user She's a fucking kofwalt is what she is! Don't turn your back on her, she'll unleash…",0
1479,@user me too :''') i also love lemon drizzled pan cooked asparagus w buttery baked salmon,1
1480,"@user My little boy loved sprouts, cabbage, broccoli, etc and still does - he's 6'7"" tall. As a 15 year old, he would buy iceberg lettuce on the way to school to eat on the bus when all his mates were eating Gregg's sausage rolls 😂",1
1481,One of my favorite dishes - quinoa with fetacheese from @user ... lifeisgood❤️,1
1482,"@user @user Yes motherfucker this ain’t nice What we suppose to do, eat kulasoon kulo’s rice. Upon poor’s backs you became rich, Joke’s on you, son karma is bitch, No wonder wife landed in the ditch, You career needs a stich, whole nation call you snitch.",0
1483,@user Celery is one of the best vegetables no cizzap,1
1484,"Small plates of dreams! Hummus, truffle chips, Padron peppers, chickpeas and spinach &amp; many more available from 12pm every day 🤤",1
1485,"Rice, pasta, yams, sweet potatoes needed Help those without a home have a good Christmas 💞",1
1486,"stop complaining about these niggas, all y'all do is get back with and continue to let em treat you like candy corn on holloween 😒",0
1487,Unpopular opinion carrot cake is not good,0
1488,Hey are you an onion? because i hate onions so go away,0
1489,"RT @user ""After using General Kale Kayihura, @user threw him away ...and the general can't even come home (in Kisoro)…",0
1490,"@user “And then Mommy kissed Daddy, and the angel told the stork, and the stork flew down from heaven, and left a diamond under a leaf in the cabbage patch, and the diamond turned into a baby!” —Addam’s Family Values. But seriously, congrats!",1
1491,"Had steak, asparagus and mashed potatoes for dinner ! Shit was sooooooooooooooooo good bro",1
1492,chicken breast sprinkled with garlic salt and black pepper is amazing 🔥 juicy af too 😋,1
1493,didn't realize how little i want my towels to smell like cucumber until i accidentally bought a detergent that makes your towels smell like cucumber,0
1494,@user i’m in love with a little pumpkin pie,1
1495,RT @user yo what up you fucking cabbage...,0
1496,RT @user This comforting coddled duck eggs with smoked haddock and spinach recipe is absolutely delicious - give it a go &gt; h…,1
1497,"@user yum! One of my specialties is French onion soup, but I know all of the basic sauces. I started using a combination of Argentinian Meritage, Sherry, and Sake while deglazing. Butter - no replacement for Kerrygold. Black garlic is a nice touch as well. ❤️ Damn, now I'm hungry!",1
1498,church’s okra good af LORD,1
1499,okra is so slimy and gross it should be illegal i always just pick out the meat and eat it w the rice,0
1500,"RT @user From our kitchen to yours: This spiced butternut squash, lentil and coconut soup makes for the perfect winter warmer.…",1
1501,@user Still have easy bake oven from 2968-it works and baked a cake- avocado green. Also Chrissy doll,1
1502,@user yes!! cucumber with vinegar🤤,1
1503,Potato n Leek soup today with pop overs. 🥰 anyone cookin soup?,1
1504,"Our princesses all dolled up. Filigree Art, fushia, monochromatic. as we close our 2020, re learn love for Wedding Soup. Endive. 2021 wedding feasts starts soon. ⭐🌈",1
1505,RT @user This update is live!!! Check out and snag one of these loves before they're gone!!! 🥺🥰 ft. ~ R…,1
1506,@user thank you!!,1
1507,"Its smells like fucking squash again, im gonna do it this time watch me",0
1508,Seasoned hamburger meat with rice and onions wrapped in a cabbage leaf. Baked with some tomato sauce. Pure enjoyment and a trip down memory lane.,1
1509,"Snow day essentials: deconstructed chicken pot pie. Because nothing says cozy like an herb garlic butter glow up. ☃️❄️🥧❤️ @ Noblesville, Indiana",1
1510,@user Nigerians that love dragging like Christmas rice. now u brought out yourself for Violence FC.,0
1511,"the cucumber girl from oak hill, lordddd her Twitter account 🤮 im not easily grossed out but oh my god",0
1512,"@user You forgot ""and dead"". Is this another money grabbing twat that sucked trumps mushroom?",0
1513,@user LMFAOOOOO BTCH I AM SCREAMING!!!,1
1514,"📣🙌 Limited Edition Cucumber Products. Shower Gel is now $6.00 that's 40% off 🎉 Body Butter is now $12.00 that's 42% off 🎉 Body Yogurt is now $10.00 that's 33% off. 🎉 Discounts apply at Checkout. Sale is good till January 17th, 2021. 😁 ⬇️",1
1515,RT @user What an amazing view of the row of cabbage farmland in Myanmar. Take elegant photos with the cabbage field when you a…,1
1516,@user @user @user You make me sick,0
1517,"Grabs knows where the onion bag is, hopefully he's fully fit now 🤞🏻",1
1518,@user @user im going to squash your son,0
1519,@user ITS SO GOOD RIGHT,1
1520,@user Love the avocado 🥑! 😂,1
1521,RT @user Don't be with someone who isn't over their ex. You are not garlic bread. 🙄🤭,0
1522,@user Rice krispy missions were the shit,0
1523,"@user giving you the biggest hug. your family was integral in kickstart and welcome to philadelphia. i’ll forever remember your mother’s tomato, okra, and corn. love you, brother!",1
1524,"Delish, diabetic-friendly lentil recipe! | Lentil Egg Skillet Bake | This dish has only 220 calories per 2/3 cup | Healthy cooking eating with lentil |",1
1525,One thing I’ve added to my life this year that has been wonderful: Everything But The Bagel Seasoning. I put it on... a lot of shit normal people wouldn’t. Like popcorn. And I’m about to try it with sweet potato. So good. I miss eating bagels.,1
1526,"@user Ikr I'm ur potato, bishh, soulie and blah blah 🥺🥺💜💜💜💜and u too",1
1527,@user @user Yet another feather! Cheers team pumpkin.,1
1528,RT @user 🍄Sleeping in a mushroom field 🍄 Who wouldn't want that? Ah I'm so happy how this one turned out! We started and finished…,1
1529,RT @user I still can not believe a pickle is just a cucumber,0
1530,6 cloves of garlic... I hope that staves off the bitey boys for now. monkaS ...also super delicious. widepeepoHappt,1
1531,"RT @user Ate green beans for lunch, I won't survive the farts that shall be unleashed this afternoon",0
1532,Anyone joining me tonight for a nice meal okra and tilapia,1
1533,Low-Carb Buffalo Hummus This tasty low-carb dip uses roasted cauliflower instead of chickpeas. Best served with crispy veggies and keto crackers. ➡,1
1534,food ment // ANYWAYS 370 cals 2day !! made myself garlic chicken bites w/ asparagus but drank a soda :( im still going under my 800 cal limit tho so im proud of that !! i can prolly eat some baby carrots as a snack later maybe,1
1535,RT @user girl get in that booth and call her a fat cucumber fucker,0
1536,"@user @user @user with a side of boiled cauliflower. I'm telling you all, StankyTrump has shit himself again and needs a diaper change. DiaperDon",0
1537,I cant believe i have to be a potato for a whole month on FinalFantasyXIV 🤦‍♂️ I let chat choose what my character looked like and this is what they come up with......,0
1538,"Pie is in the oven, just turned it down to 350°F to finish baking. Pumpkin pie is our favorite. I add a smidgen of allspice and nutmeg as well to the spice mix, because I like it that way. Now to go sew some mask filters, then more masks.",1
1539,Slaughter. Mass killing of their potato family members,0
1540,"@user Those look delicious, ever try adding picked asparagus in the middle? Unbelievably delicious! 😋",1
1541,This is now a cauliflower hate account.,0
1542,This nigga scared of rice so bad he ate a duck salad 😂😂,0
1543,"One of the beautiful characters, the bunny knight is gonna meet on his travels: Karim, the muscle djinn. He flexes, he lifts and he swears he hasn't skipped leg day, even though he has no legs. ocac carrot gymlife IndieGameDev",1
1544,@user BabyGastronomyResearch An infant is born free of many biases present in adults. Yours might prefer sweet avocado mush. My younger daughter astonished me by preferring plain fruit as a snack OVER cookies. Now she’s a healthy adult...,1
1545,"@user Nearly crawled out my skin looking this up. I also hate seeing clusters of things like tomato seeds. Yup, I'm with you.",0
1546,HOT TAKE The Philippine version of the California roll (replacing avocado with fresh mango) is delicious and unique enough on its own to merit its own name. /1,1
1547,"@user I agree mate. It has been a tough year. It’s a massive disappointment.Specifically when this has been foreseen by scientists for a while now, yet they kept dangling the carrot. You have hit the nail on the head with it being more hard hitting for those who have stuck to the rules",0
1548,@user Those green beans are dead. Almost charred by now.,0
1549,@user It is painfully obvious RonJon has done some really bad 💩 he’s trying to cover up. This is more than orange mushroom sucking.,0
1550,"IWillCelebrateChristmas - with my family who are healthy - looking forward to smoking my turkey, and all the sides, sage stuffing, Brussels with walnuts cheesy mashed potatoes, maple carrots and kale salad.",1
1551,Gonna eat the fuck outta some quinoa in the morning,0
1552,"There’s certainly no way I can manage the cauliflower that came in last week’s veg box. I like cauliflower a lot but it’s something I struggle to digest at the best of times, let alone on a week when my stomach is throwing a hissy fit about every damn thing I put in it.",0
1553,"examples of ones i like are: angel, pumpkin, kitten, cutie, baby, honey etc !! especially pumpkin hehe",1
1554,We love this classic pairing from the @user 😍 Seared Scallops with velvety Artichoke Purée and Laverstoke Black Pudding- finished with a red wine jus &amp; artichoke crisps blackpudding scallops winningcombo delicious starter finedining localproduce Winchester,1
1555,@user Love you potato we both are Similar ❤,1
1556,I don’t think asparagus gets the love it should get,0
1557,ApexLegends Why can I only hit sniper shots right as I land? I land as Aceu but die as a potato.,0
1558,Not sure what to have for lunch or dinner? How about Tilapia &amp; Okra soup? It's so easy to prepare with a meal kit from Order your meal kit today! Mealhaus NaijaMealKit LagosMealKit Okrasoup Tilapialovers,1
1559,@user i’d be a mushroom cause i don’t like mushrooms 😓,0
1560,"You'd love a sub with lettuce, red onions, olives, shredded cheese, tuna and a dash of barbecue sauce on white bread 💥",1
1561,"RT @user This is the easiest and best-baked salmon recipe in the world! Stir a few simple ingredients together, pour over salmo…",1
1562,"@user @user @user @user @user They withheld the stimulus from those who needed it, to dangle it as a carrot in front of their base that they “fight for”. This is gross. Sad thing is people will vote for it and be foolishly thankful for it.",0
1563,@user @user I've made your squash Fritters three times! So delicious. ❤️,1
1564,@user @user @user The corrupt corn pop slayer.,0
1565,Ghanaian Okra Stew. Whoever did this needs to be arrested ASAP!! 😂😂😂,0
1566,"Baked chicken, cabbage, and potatoes. ☺️😋",1
1567,THANK YOU SO MUCH KALE I LOVE YOU🥺🤍,1
1568,"@user yess you’re so pretty, it worked🥺💕",1
1569,Mozzarella and tomato is such a good combo 😍🇮🇹,1
1570,Please I'm very mad who in the world told you this how we make our Okra stew,0
1571,Look you stupid stuffed cabbage head. I am the owner. You do not have a job. FU you idiot brain thief bitch.,0
1572,@user Cook* DAMN YOU AURO CARROT,0
1573,RT @user Good morning to cheesy garlic bread and cheesy garlic bread only,1
1574,"@user @user @user @user You're arguing with a potato. You're literally holding a dirty russet potato in front of you, and you're trying to talk sense into it.",0
1575,@user i love corn bre,1
1576,I had tomato bisque and a grilled cheese for dinner and it was giving me BIG Rockys vibes,1
